surface,kana,source_id,reason,notes
"十","とお","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"遠","とおい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"十日","とおか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"遠","とおく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"通","とおす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"通","とおり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"通","とおる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"都会","とかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"時","とき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"時々","ときとぎ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"解","とく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"読書","どくしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"特徴","とくちょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"独特","どくとく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"特","とくに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"特別","とくべつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"独立","どくりつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"時計","とけい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"とける","とける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"何処","どこ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どこか","どこか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"所","ところ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ところが","ところが","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ところで","ところで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"年","とし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"図書館","としょかん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"年寄","としより","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"閉","とじる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"戸棚","とだな","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"土地","とち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"途中","とちゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"突然","とつぜん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"とても","とても","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"届","とどく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"届","とどける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どなた","どなた","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"隣","となり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"とにかく","とにかく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どの","どの","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"飛","とぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"トマト","とまと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"とまる","とまる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"とめる","とめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"友達","ともだち","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"鳥","とり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"取換","とりかえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"努力","どりょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"とる","とる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どれ","どれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"泥棒","どろぼう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"どんどん","どんどん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どんな","どんな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"無","ない","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ナイフ","ないふ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"内容","ないよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"なお","なお","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なおす","なおす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なおる","なおる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"中","なか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"長","ながい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"長","ながさ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"流","ながす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なかなか","なかなか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"仲間","なかま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"眺","ながめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"流","ながれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なく","なく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"無","なくす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"無","なくなる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"投","なげる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なさる","なさる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なぜ","なぜ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"夏","なつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"懐","なつかしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"七","なな","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"七","ななつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"斜","ななめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"何","なにか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"鍋","なべ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"生","なま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"名前","なまえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
